idx,canonicalsmiles,NumAtoms,NumHeavyAtoms,NumHeteroatoms,NumRotatableBonds,RingCount,NumAromaticRings,NumAromaticCarbocycles,NumHAcceptors,MolWt,HeavyAtomMolWt,TPSA,MolLogP,MolMR,Asphericity,Eccentricity,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex,FractionCSP2
,,13.0,13.0,8.0,4.0,1.0,1.0,0.0,5.0,197.898,192.858,53.47,-1.6194,47.65,0.06711238,0.77138644,0.636367,0.92089892,701.05716031,1014.51329216,1101.65543029,2.66793432,0.36204838,0.8
,,10.0,10.0,5.0,3.0,1.0,0.0,0.0,2.0,155.901,148.845,18.46,0.395,41.556,0.17872338,0.87844441,0.47784456,0.67970879,423.39957253,602.26366005,886.06130731,2.47612867,0.5293338,0.4
,,12.0,12.0,7.0,3.0,1.0,1.0,0.0,4.0,181.899,176.859,44.24,-1.31958,45.835,0.48090543,0.97520607,0.22129872,0.79492603,324.54334775,1165.79053339,1466.53963128,2.85092781,0.04318524,0.8
,,12.0,12.0,8.0,3.0,1.0,1.0,0.0,4.0,183.871,180.847,64.21,-2.3347,43.9237,0.26781365,0.92960904,0.36854719,0.89143964,417.5482672,1009.96314319,1132.95741053,2.63868853,0.24799518,1.0
,,10.0,10.0,8.0,3.0,1.0,1.0,0.0,5.0,157.833,156.825,57.38,-2.035,33.364,0.17691003,0.87949563,0.47590697,0.69290343,428.5036803,623.88594505,900.39378896,2.4872139,0.23515583,1.0
,,11.0,11.0,7.0,3.0,1.0,1.0,0.0,4.0,186.94,182.908,31.35,-0.65308,45.917,0.3135703,0.94308351,0.332556,0.91518561,398.8938596,1097.74570844,1199.47877235,2.68536521,0.22747963,0.75
,,12.0,12.0,7.0,3.0,1.0,1.0,0.0,4.0,180.867,178.851,55.39,-0.95332,42.489,0.18839724,0.89205294,0.45193092,0.73556617,500.0009348,813.80528088,1106.36584117,2.58659513,0.18968208,0.8
,,13.0,13.0,8.0,4.0,1.0,1.0,0.0,5.0,197.898,192.858,53.47,-1.6194,47.65,0.49953159,0.97791547,0.2090008,0.87184018,367.50024286,1533.01555851,1758.36764198,3.04045505,0.10332666,0.8
,,10.0,10.0,5.0,5.0,0.0,0.0,0.0,2.0,157.917,148.845,18.46,0.5703,43.48,0.44230516,0.96999008,0.24314448,0.79859883,291.18268195,956.37848148,1197.57060124,2.78241364,0.12165892,0.4
,,9.0,9.0,5.0,3.0,1.0,0.0,0.0,2.0,143.89,136.834,18.46,0.0848,36.963,0.16750897,0.83815888,0.54542615,0.58526254,416.71422801,447.14985662,764.01585229,2.37837801,0.41806276,0.0
,,13.0,13.0,7.0,3.0,1.0,1.0,0.0,3.0,196.91,190.862,51.32,-1.42128,50.8657,0.22597281,0.9072646,0.42056027,0.9836487,520.07035717,1216.39291957,1236.6131535,2.74760408,0.31483612,0.83333333
,,12.0,12.0,6.0,5.0,0.0,0.0,0.0,3.0,183.911,176.855,35.53,-0.0846,48.393,0.2195062,0.91158105,0.4111204,0.8207169,522.57131785,1043.20562198,1271.09070361,2.77715862,0.25634023,0.83333333
,,13.0,13.0,5.0,4.0,1.0,0.0,0.0,2.0,195.966,184.878,18.46,1.1972,55.243,0.45472581,0.97171143,0.23617131,0.91808391,375.79022876,1460.83350856,1591.17646242,2.9573477,0.34518939,0.5
,,13.0,13.0,8.0,5.0,1.0,1.0,0.0,5.0,198.93,190.866,49.17,-1.4165,49.379,0.47128244,0.97432304,0.22515466,0.88746968,404.28312702,1593.52249794,1795.57964271,3.08779413,0.31046816,0.4
,,13.0,13.0,5.0,5.0,0.0,0.0,0.0,2.0,197.982,184.878,18.46,1.5166,57.237,0.17043287,0.88120653,0.47273148,0.92988481,629.26995559,1237.80327131,1331.13613778,2.84200995,0.30670015,0.5
,,12.0,12.0,6.0,3.0,1.0,1.0,1.0,2.0,195.998,188.942,18.46,-2.4273,55.081,0.44133699,0.97020718,0.24227677,0.85698611,434.7355432,1537.75499996,1794.37564351,3.09991138,0.2032161,1.0
,,12.0,12.0,5.0,2.0,1.0,0.0,0.0,3.0,171.948,163.884,38.66,0.094,48.466,0.53335334,0.98136875,0.19213373,0.81765775,286.08475776,1217.48230159,1488.98765471,2.94990132,0.08354408,0.57142857
,,12.0,12.0,5.0,5.0,0.0,0.0,0.0,2.0,181.939,172.867,18.46,0.9025,52.526,0.20892304,0.9055065,0.4243324,0.77357256,568.3630499,1036.14538947,1339.42883388,2.84437188,0.12548742,0.85714286
,,13.0,13.0,4.0,3.0,1.0,1.0,1.0,2.0,181.963,173.899,26.3,1.0562,51.8765,0.73661263,0.99526395,0.09720945,0.93302626,184.44156259,1770.28893215,1897.36239604,3.25343275,0.12665365,0.77777778
,,12.0,12.0,6.0,5.0,0.0,0.0,0.0,3.0,187.943,176.855,27.69,0.1952,49.66,0.3420189,0.95140463,0.30794354,0.86473583,435.20133635,1222.08827562,1413.25042127,2.85811242,0.44011508,0.33333333
,,8.0,8.0,4.0,1.0,1.0,0.0,0.0,2.0,116.868,113.844,26.3,-0.3669,30.49,0.67072747,0.99210553,0.12540578,0.88014722,78.77906921,552.90258107,628.19329041,2.32167227,0.08257977,0.75
,,9.0,9.0,4.0,1.0,1.0,0.0,0.0,2.0,133.919,125.855,26.3,0.3675,36.568,0.67450667,0.99232175,0.12368327,0.92232408,109.2154809,814.43569755,883.02551362,2.59719241,0.22831441,0.2
,,12.0,12.0,6.0,3.0,1.0,0.0,0.0,3.0,180.911,174.863,30.82,0.1286,49.764,0.19239471,0.89822569,0.43953455,0.82661702,523.37618372,984.29501189,1190.75096086,2.73091047,0.449718,0.83333333
,,10.0,10.0,6.0,4.0,0.0,0.0,0.0,2.0,180.351,172.287,18.46,0.6922,44.171,0.09692187,0.81929752,0.57336862,0.88824738,512.90732833,794.58236396,894.55075382,2.47080443,0.52154435,0.0
,,10.0,10.0,6.0,4.0,0.0,0.0,0.0,3.0,158.905,150.841,21.7,-0.7107,42.259,0.21903546,0.91127785,0.41179204,0.84658454,372.23746418,765.26608906,903.94526693,2.53446016,0.60544948,0.5
,,12.0,12.0,7.0,3.0,1.0,0.0,0.0,4.0,187.899,180.843,44.76,-0.6196,43.353,0.41677729,0.9663127,0.25737086,0.86000992,376.70415002,1258.76452954,1463.66280077,2.87172447,0.31482221,0.2
,,13.0,13.0,6.0,3.0,1.0,0.0,0.0,3.0,194.914,188.866,35.53,-0.0635,49.839,0.75428402,0.99594658,0.08994668,0.91862413,223.28614444,2280.41812958,2482.42784341,3.57639415,0.06201743,0.71428571
,,12.0,12.0,6.0,4.0,1.0,0.0,0.0,3.0,187.943,176.855,27.69,0.2439,47.83,0.26088391,0.92722809,0.37449709,0.8890954,487.30256338,1156.90742608,1301.21854649,2.79927889,0.42818981,0.0
,,12.0,12.0,5.0,3.0,1.0,0.0,0.0,2.0,179.923,172.867,18.46,0.6565,50.412,0.19994893,0.90197258,0.43179332,0.85312896,518.45452947,1024.35251655,1200.70067679,2.76118022,0.39987468,0.85714286
,,12.0,12.0,6.0,5.0,0.0,0.0,0.0,3.0,182.927,174.863,30.82,0.3746,51.878,0.29421969,0.93221646,0.36190119,0.67575945,556.82942657,1039.73890243,1538.62280834,2.9273733,0.07384637,0.83333333
,,13.0,13.0,6.0,6.0,0.0,0.0,0.0,3.0,197.938,188.866,35.53,0.3055,53.01,0.16195162,0.87989706,0.47516435,0.82707776,653.84153631,1138.08579061,1376.03239324,2.82885208,0.31473352,0.71428571
,,12.0,12.0,6.0,3.0,1.0,1.0,0.0,3.0,199.979,192.923,18.46,0.26034,52.859,0.27081952,0.92190636,0.38741277,0.65646906,585.35533956,991.88178635,1510.9345515,2.77871192,0.09463783,0.66666667
,,13.0,13.0,5.0,5.0,0.0,0.0,0.0,2.0,195.966,184.878,18.46,1.2926,57.143,0.22120875,0.91123721,0.41188196,0.77219186,648.88747469,1216.52724468,1575.42095667,2.96296557,0.12192715,0.75
,,13.0,13.0,6.0,2.0,1.0,1.0,0.0,4.0,184.923,179.883,48.42,-0.8757,47.3465,0.31616957,0.93654445,0.35054886,0.65174085,493.26794352,917.08434404,1407.13037582,2.76007042,0.03230308,0.85714286
,,14.0,14.0,6.0,1.0,2.0,2.0,0.0,4.0,193.934,189.902,43.6,-0.6316,51.7495,0.55660186,0.98360952,0.18031168,0.81968832,312.72868956,1421.6497116,1734.37840098,2.99050788,0.0,1.0
,,10.0,10.0,6.0,5.0,0.0,0.0,0.0,3.0,157.873,152.833,27.69,-0.1122,39.854,0.21968786,0.90936931,0.41598973,0.74934249,416.77679256,750.7602579,1001.89201738,2.62122197,0.39542219,1.0
,,13.0,13.0,6.0,5.0,0.0,0.0,0.0,3.0,197.938,188.866,35.53,0.3055,53.01,0.1136092,0.83715507,0.54696561,0.78153578,684.19485058,977.61677004,1250.89188764,2.71249254,0.22846164,0.71428571
,,13.0,13.0,4.0,1.0,1.0,1.0,1.0,2.0,181.963,173.899,26.3,0.33754,52.4735,0.32829865,0.94783582,0.31875895,0.7918491,391.88902356,973.51611483,1229.42125622,2.67022349,0.14087471,0.77777778
,,11.0,11.0,7.0,3.0,1.0,0.0,0.0,4.0,169.888,164.848,43.18,-0.8423,45.033,0.21247379,0.9072531,0.42058509,0.77419519,443.96456018,817.23112697,1055.58797219,2.6112376,0.45528111,0.5
,,13.0,13.0,6.0,5.0,0.0,0.0,0.0,3.0,197.938,188.866,35.53,0.3055,53.01,0.24418563,0.92145822,0.38847747,0.78904748,582.19381422,1182.51018752,1498.65529164,2.87113001,0.1653715,0.71428571
,,13.0,13.0,4.0,4.0,1.0,0.0,0.0,2.0,188.011,173.899,26.3,1.3964,52.472,0.16251238,0.87421139,0.48554552,0.72632673,621.33467487,929.45350765,1279.66308942,2.74360265,0.38000123,0.11111111
,,7.0,7.0,5.0,1.0,0.0,0.0,0.0,3.0,107.837,105.821,43.37,-2.2272,25.397,0.53062512,0.98105533,0.19372773,0.81370363,89.85866965,377.42828802,463.83999298,2.07780866,0.11246152,1.0
,,11.0,11.0,6.0,3.0,1.0,0.0,0.0,3.0,169.884,164.844,27.69,0.0319,42.357,0.17272934,0.88526059,0.46509535,0.77233866,483.22592923,802.44636175,1038.98250614,2.6157004,0.41223186,0.8
,,7.0,7.0,4.0,2.0,0.0,0.0,0.0,2.0,105.865,101.833,26.3,-0.41,27.024,0.44963293,0.97015252,0.24249555,0.96097166,100.38165781,397.79669568,413.95257827,2.07557004,0.4731581,0.33333333
,,9.0,9.0,5.0,4.0,0.0,0.0,0.0,2.0,141.874,136.834,18.46,-0.0438,38.769,0.08618299,0.79827132,0.60229801,0.76045404,396.75046723,500.93224182,658.72783668,2.34204739,0.48364384,1.0
,,11.0,11.0,5.0,3.0,2.0,0.0,0.0,2.0,163.88,160.856,18.46,-0.4376,44.502,0.21464632,0.90357606,0.42842772,0.70854297,443.71768658,733.82984293,1035.68855697,2.59857883,0.32280003,1.0
,,11.0,11.0,7.0,3.0,1.0,0.0,0.0,4.0,171.904,164.848,34.06,-1.0238,44.304,0.26480279,0.92461641,0.38089958,0.70354285,441.35817351,815.21326323,1158.7258152,2.65049692,0.24634613,0.25
,,13.0,13.0,5.0,5.0,0.0,0.0,0.0,2.0,197.982,184.878,18.46,1.5873,57.427,0.06305473,0.76611122,0.64270801,0.82177291,753.22631563,963.08271712,1171.95724784,2.70078967,0.52738787,0.5
,,12.0,12.0,7.0,6.0,0.0,0.0,0.0,4.0,185.931,176.859,43.18,0.0707,51.324,0.17598674,0.87156546,0.49027915,0.65637084,624.37371208,835.89257868,1273.50656384,2.71137953,0.2925231,0.4
,,11.0,11.0,6.0,3.0,1.0,0.0,0.0,3.0,185.952,180.912,18.46,0.4009,49.113,0.29719093,0.93836267,0.34565227,0.75516378,474.17564426,1035.95519662,1371.82850951,2.78373892,0.17873444,0.8
,,10.0,10.0,5.0,4.0,0.0,0.0,0.0,2.0,155.901,148.845,18.46,0.3463,43.386,0.06350456,0.76890787,0.6393596,0.8612656,459.86424719,619.47182879,719.25759792,2.40174604,0.31511172,0.8
,,11.0,11.0,6.0,4.0,0.0,0.0,0.0,3.0,173.916,164.844,27.69,0.1543,44.815,0.16356538,0.87873367,0.47731241,0.90130148,473.22867064,893.59021211,991.44429627,2.60382246,0.35318666,0.4
,,12.0,12.0,8.0,4.0,1.0,1.0,0.0,5.0,184.903,178.855,49.17,-1.8066,44.762,0.49695283,0.97746834,0.21108209,0.90282342,312.81171453,1337.93324452,1481.94343644,2.91052693,0.23828551,0.5
,,13.0,13.0,5.0,6.0,0.0,0.0,0.0,2.0,193.95,184.878,18.46,1.0686,57.049,0.16762844,0.87278961,0.4880966,0.69222974,772.39593344,1095.42954445,1582.4653051,2.98241421,0.08684529,1.0
,,13.0,13.0,8.0,3.0,1.0,0.0,0.0,5.0,199.914,192.858,52.41,-0.8682,50.985,0.45797858,0.97261025,0.23244206,0.84979372,397.94688356,1454.86907785,1712.02616131,2.98595699,0.15043899,0.4
,,9.0,9.0,4.0,2.0,0.0,0.0,0.0,2.0,131.903,125.855,26.3,0.1462,36.164,0.50227908,0.97755883,0.21066262,0.95088946,155.04125795,699.82561873,735.96947593,2.45567234,0.3523052,0.6
,,14.0,14.0,5.0,1.0,2.0,1.0,1.0,3.0,195.946,189.898,35.53,0.5289,51.6015,0.55786957,0.98382953,0.1791074,0.83327304,322.98504496,1502.6444095,1803.30377294,3.04303039,0.06879795,0.77777778
,,13.0,13.0,5.0,5.0,0.0,0.0,0.0,2.0,195.966,184.878,18.46,1.2926,57.143,0.14263125,0.86557688,0.50077606,0.85565502,648.37903486,1107.85803,1294.74846697,2.79006751,0.29880398,0.75
,,8.0,8.0,4.0,3.0,0.0,0.0,0.0,2.0,119.892,113.844,26.3,-0.0199,31.641,0.59231308,0.98681888,0.16182861,0.91825711,114.76173221,651.18756294,709.15602217,2.48028401,0.31738072,0.25
,,13.0,13.0,6.0,2.0,1.0,1.0,0.0,4.0,184.923,179.883,48.42,-0.8757,47.3465,0.3154035,0.93623753,0.35136774,0.65100388,488.83580524,905.70070012,1391.23701274,2.74449497,0.03372024,0.85714286
,,11.0,11.0,6.0,3.0,1.0,0.0,0.0,3.0,185.952,180.912,18.46,0.4009,49.113,0.16101922,0.87904366,0.47674128,0.85302684,516.77043511,924.65047296,1083.96410511,2.60584377,0.41306785,0.8
,,10.0,10.0,5.0,4.0,0.0,0.0,0.0,2.0,155.901,148.845,18.46,0.3463,43.386,0.13335093,0.85779875,0.5139857,0.86234375,386.25585647,648.04394573,751.49143952,2.39318293,0.34487872,0.8
,,11.0,11.0,6.0,3.0,1.0,0.0,0.0,3.0,168.9,162.852,30.82,-0.3851,45.491,0.18922726,0.89585144,0.44435368,0.78981011,472.53045749,839.89253064,1063.41070616,2.65202856,0.43974936,0.6
,,13.0,13.0,6.0,6.0,0.0,0.0,0.0,3.0,197.938,188.866,35.53,0.3055,53.01,0.18195112,0.88923215,0.45745622,0.74727802,647.00630849,1056.9177455,1414.35679467,2.80658388,0.20678569,0.71428571
,,9.0,9.0,6.0,4.0,0.0,0.0,0.0,3.0,161.93,156.89,18.46,-0.0061,42.321,0.21260953,0.8930524,0.44995268,0.64508796,406.65912279,583.01886861,903.7819717,2.41796164,0.18741614,0.33333333
,,9.0,9.0,6.0,4.0,0.0,0.0,0.0,2.0,164.308,160.276,18.46,0.009,39.292,0.13324749,0.85576368,0.51736691,0.77429746,438.49337258,656.25438343,847.54815284,2.4311589,0.60915678,0.66666667
,,9.0,9.0,4.0,2.0,0.0,0.0,0.0,2.0,133.919,125.855,26.3,-0.0522,38.762,0.57131055,0.98499675,0.17257289,0.92762349,171.66191513,922.72676074,994.72121035,2.79283029,0.22710432,0.4
,,8.0,8.0,6.0,4.0,0.0,0.0,0.0,2.0,128.664,123.624,18.46,-0.6861,35.667,0.20349371,0.87344601,0.48692101,0.59298796,388.99489061,473.7304067,798.8870587,2.54109753,0.19175029,0.0
,,12.0,12.0,7.0,5.0,0.0,0.0,0.0,4.0,189.915,180.843,44.76,-0.3736,45.467,0.17309439,0.86588407,0.50024472,0.64303632,698.28258679,897.6027959,1395.88195994,2.80652734,0.2775227,0.2
,,13.0,13.0,5.0,3.0,1.0,0.0,0.0,2.0,191.934,184.878,18.46,0.8226,54.935,0.26051963,0.92752859,0.3737522,0.87283795,532.38511062,1243.29950171,1424.43337678,2.88730086,0.24779424,1.0
,,11.0,11.0,6.0,3.0,1.0,0.0,0.0,3.0,168.9,162.852,30.82,-0.3851,45.491,0.17953166,0.89075424,0.45448529,0.80712814,470.80757439,836.11516151,1035.91377454,2.63354758,0.47898826,0.6
,,12.0,12.0,6.0,3.0,1.0,0.0,0.0,3.0,182.927,174.863,30.82,0.4233,50.048,0.24690753,0.9229883,0.384828,0.8223481,481.70299585,1029.36257355,1251.73582438,2.74802658,0.45931463,0.5
,,13.0,13.0,5.0,6.0,0.0,0.0,0.0,2.0,197.982,184.878,18.46,1.5166,57.237,0.17878979,0.88653051,0.46267014,0.92932603,660.42291247,1326.53514385,1427.41632227,2.93648454,0.43464813,0.5
,,11.0,11.0,5.0,4.0,0.0,0.0,0.0,2.0,169.928,160.856,18.46,0.7364,48.003,0.11426193,0.83818993,0.54537844,0.89640492,527.88475787,867.65163049,967.9237732,2.63710045,0.24405977,0.66666667
,,10.0,10.0,6.0,5.0,0.0,0.0,0.0,3.0,159.889,152.833,27.69,-0.2358,40.198,0.36945532,0.95738213,0.28882428,0.8079286,295.52844934,826.6821767,1023.21192823,2.59019303,0.20826267,0.5
,,13.0,13.0,5.0,4.0,1.0,0.0,0.0,2.0,195.966,184.878,18.46,1.2706,55.123,0.06313235,0.76534619,0.64361884,0.90881414,722.8412524,1020.67917851,1123.08901383,2.70444966,0.40544453,0.5
,,12.0,12.0,5.0,5.0,0.0,0.0,0.0,2.0,183.955,172.867,18.46,1.1265,52.62,0.06768029,0.77680312,0.62974352,0.86330555,762.42344531,1045.19438278,1210.6888226,2.86424975,0.28696532,0.57142857
,,12.0,12.0,6.0,3.0,1.0,0.0,0.0,3.0,182.927,174.863,21.7,-0.4005,49.285,0.29183447,0.93246099,0.36127067,0.68675684,511.28583994,971.92791816,1415.24316342,2.8146832,0.09841278,0.66666667
,,13.0,13.0,6.0,4.0,1.0,0.0,0.0,4.0,189.963,179.883,46.61,-0.8655,48.6475,0.49676421,0.97748609,0.21099987,0.82916405,397.60716383,1562.47286931,1884.39532981,3.18103929,0.20787296,0.28571429
,,11.0,11.0,6.0,3.0,1.0,0.0,0.0,3.0,168.9,162.852,30.82,-0.3867,45.469,0.18430221,0.89043062,0.455119,0.744678,463.72395365,758.75765707,1018.90703495,2.57589859,0.54154724,0.6
,,13.0,13.0,6.0,2.0,1.0,1.0,1.0,3.0,191.89,188.866,35.53,-0.817,49.3815,0.31358032,0.93508621,0.35442034,0.64557966,512.70657406,933.89939756,1446.60597151,2.7456739,0.0,1.0
,,11.0,11.0,8.0,3.0,1.0,1.0,0.0,5.0,170.876,166.844,49.17,-2.2895,40.069,0.39589421,0.96090613,0.27687435,0.95818359,296.16000989,1024.92579179,1069.65491686,2.64490883,0.25393432,0.66666667
,,13.0,13.0,5.0,2.0,1.0,1.0,1.0,3.0,183.935,177.887,35.53,-0.2707,49.5515,0.3171906,0.93699137,0.3493525,0.65310879,491.95064351,919.69367656,1408.17838091,2.76862232,0.03318062,0.875
,,8.0,8.0,4.0,2.0,0.0,0.0,0.0,2.0,119.892,113.844,26.3,-0.0199,31.641,0.63025371,0.98964716,0.14352174,0.90456804,92.99632829,586.12377359,647.95985046,2.35254773,0.28187132,0.25
,,12.0,12.0,5.0,3.0,1.0,0.0,0.0,2.0,181.939,172.867,18.46,0.7364,50.436,0.51796159,0.9799925,0.19903442,0.861905,296.37130106,1283.41571021,1489.04544859,2.90408076,0.15709426,0.57142857
,,13.0,13.0,6.0,4.0,1.0,0.0,0.0,3.0,197.938,188.866,27.69,0.5352,52.031,0.4036485,0.96377004,0.26673454,0.89338295,446.09706986,1494.12789148,1672.4383288,3.02088475,0.31371526,0.57142857
,,11.0,11.0,5.0,3.0,1.0,0.0,0.0,2.0,171.944,160.856,18.46,0.865,46.197,0.31885126,0.94578785,0.32478508,0.82385596,347.38365171,881.17992439,1069.58007685,2.58511624,0.51978954,0.0
,,13.0,13.0,5.0,3.0,1.0,0.0,0.0,2.0,193.95,184.878,18.46,1.0466,55.029,0.24234493,0.92083601,0.38995005,0.86558871,554.71773356,1231.33055197,1422.53536501,2.87605239,0.34625385,0.75
,,14.0,14.0,5.0,3.0,1.0,1.0,1.0,3.0,197.962,189.898,35.53,0.1194,54.1685,0.36133227,0.95300026,0.30296947,0.71741545,526.36806991,1246.41135157,1737.36341631,2.97753229,0.10359836,0.77777778
,,11.0,11.0,6.0,4.0,1.0,0.0,0.0,3.0,172.932,162.852,21.7,-0.6902,45.106,0.36323511,0.95564152,0.29453232,0.78062708,376.18499829,997.03894172,1277.22822895,2.76826273,0.28233831,0.0
,,11.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,162.981,149.877,26.3,1.3441,46.739,0.64196819,0.99039585,0.13826082,0.91629223,219.57777594,1455.20194387,1588.14174798,3.16387869,0.26513395,0.14285714
,,10.0,10.0,6.0,3.0,1.0,0.0,0.0,3.0,156.889,150.841,30.82,-0.4805,41.158,0.25991038,0.92070913,0.39024954,0.68196959,373.13843838,652.06757182,956.15344486,2.51287214,0.24545132,0.25
,,10.0,10.0,5.0,5.0,0.0,0.0,0.0,2.0,157.917,148.845,18.46,0.641,43.67,0.34776491,0.95118335,0.30862637,0.74533021,397.94310331,961.02941433,1289.40086362,2.89574401,0.21072725,0.4
,,13.0,13.0,6.0,3.0,1.0,0.0,0.0,3.0,196.954,186.874,42.25,0.75878,50.753,0.09710486,0.82101528,0.57090622,0.85155422,659.83855755,984.20421549,1155.77398395,2.66604456,0.58989765,0.0
,,13.0,13.0,5.0,4.0,1.0,0.0,0.0,2.0,193.95,184.878,18.46,1.1173,55.219,0.38739927,0.9606951,0.27760569,0.89634597,437.5469903,1412.77175972,1576.14560154,2.97209864,0.28514668,0.75
,,8.0,8.0,4.0,2.0,0.0,0.0,0.0,2.0,119.892,113.844,26.3,-0.164,31.571,0.55790235,0.98396684,0.17835148,0.86889239,107.5757382,524.08727663,603.16706798,2.26930829,0.28917906,0.25
,,10.0,10.0,5.0,4.0,0.0,0.0,0.0,2.0,155.901,148.845,18.46,0.3463,43.386,0.30088489,0.94051227,0.33975974,0.79220896,361.9443265,843.93619202,1065.2949345,2.69889441,0.14326356,0.8
,,8.0,8.0,6.0,2.0,0.0,0.0,0.0,2.0,137.095,136.087,26.3,-1.0343,32.995,0.46536644,0.97355202,0.22846548,0.83069773,164.29767399,597.38437013,719.13567499,2.32394045,0.2739063,0.5
,,10.0,10.0,6.0,4.0,0.0,0.0,0.0,3.0,156.889,150.841,42.25,-0.16552,39.016,0.29314202,0.93836567,0.34564413,0.798687,343.72910197,794.26190819,994.45954307,2.60692322,0.31413608,0.0
,,12.0,12.0,6.0,5.0,0.0,0.0,0.0,3.0,187.943,176.855,27.69,0.1952,49.66,0.10532655,0.82946559,0.55855782,0.88371418,600.91078234,950.72230577,1075.82556468,2.64386862,0.6577117,0.33333333
,,8.0,8.0,6.0,4.0,0.0,0.0,0.0,3.0,149.919,144.879,18.46,-0.423,37.814,0.22828499,0.90002071,0.43584713,0.63708087,389.67800702,569.59512889,894.07037603,2.48619177,0.17544478,0.0
,,9.0,9.0,5.0,3.0,1.0,0.0,0.0,2.0,143.89,136.834,18.46,0.0848,36.963,0.22053272,0.90054929,0.43475393,0.6629021,359.85631501,548.70006237,827.72413124,2.45629,0.32920892,0.0
,,13.0,13.0,5.0,3.0,1.0,0.0,0.0,2.0,197.982,184.878,18.46,1.4946,55.217,0.23936753,0.9192064,0.39377607,0.8823409,568.60668245,1274.08688913,1443.98485333,2.88104974,0.45617917,0.25
,,12.0,12.0,6.0,3.0,1.0,0.0,0.0,3.0,183.911,176.855,35.53,-0.1066,46.373,0.26548094,0.92909056,0.36985231,0.88093972,461.10137862,1098.28304484,1246.71759472,2.76205853,0.42718283,0.5
,,13.0,13.0,7.0,3.0,1.0,1.0,0.0,4.0,193.91,188.87,47.18,-1.20782,49.194,0.26261765,0.92811009,0.37230587,0.87978686,528.51876741,1248.92973188,1419.58215294,2.87116598,0.3524811,0.66666667
,,12.0,12.0,7.0,3.0,1.0,1.0,0.0,4.0,181.899,176.859,44.24,-1.31958,45.835,0.27681607,0.92661957,0.37600022,0.67854575,518.63523015,935.95086393,1379.34819809,2.79103148,0.09948338,0.8
,,10.0,10.0,5.0,4.0,1.0,0.0,0.0,2.0,157.917,148.845,18.46,0.4749,41.58,0.15498855,0.87414524,0.4856646,0.78966755,436.00780606,708.92795605,897.75496012,2.54314936,0.62841941,0.0
,,12.0,12.0,8.0,3.0,1.0,1.0,0.0,5.0,184.903,178.855,49.17,-1.98108,44.806,0.19586103,0.89862378,0.43872008,0.89123393,448.74445086,911.59785549,1022.84913146,2.53858955,0.27733858,0.5
,,13.0,13.0,6.0,3.0,1.0,1.0,0.0,3.0,194.938,186.874,31.35,-0.40616,52.777,0.29435913,0.93895362,0.34404374,0.81911233,498.51342152,1186.87958886,1448.98269062,2.83538655,0.16159089,0.71428571
,,13.0,13.0,7.0,3.0,1.0,1.0,0.0,4.0,195.926,188.87,44.24,-1.01116,50.572,0.2205986,0.90549622,0.42435433,0.97457518,541.43383778,1243.4608181,1275.90035796,2.79483446,0.2641253,0.66666667
,,11.0,11.0,7.0,4.0,0.0,0.0,0.0,4.0,173.872,168.832,44.76,-1.0568,40.588,0.25301167,0.9228316,0.38520364,0.9255407,415.25403723,997.74371554,1078.01170898,2.67644218,0.26516495,0.75
,,13.0,13.0,6.0,4.0,1.0,0.0,0.0,3.0,199.954,188.866,27.69,0.1968,52.115,0.4387575,0.96939851,0.24549241,0.91152423,393.65518664,1461.65923757,1603.53305378,2.94093658,0.26885667,0.28571429
,,13.0,13.0,6.0,4.0,1.0,1.0,0.0,3.0,194.938,186.874,31.35,-0.4606,52.681,0.45644319,0.97239845,0.2333265,0.85287182,383.29380153,1401.04310541,1642.735844,2.96482054,0.17906135,0.71428571
,,11.0,11.0,6.0,3.0,1.0,1.0,0.0,2.0,168.9,162.852,34.25,-0.78148,44.5957,0.3303758,0.94626259,0.32339929,0.95204735,334.25556513,984.00686297,1033.5692514,2.6385984,0.25017224,0.8
,,13.0,13.0,7.0,4.0,1.0,1.0,0.0,4.0,198.926,190.862,34.84,-0.759,52.101,0.45289332,0.9718879,0.23544408,0.84536837,429.60096472,1542.49390699,1824.64114697,3.08918863,0.21989801,0.66666667
,,10.0,10.0,8.0,3.0,1.0,1.0,0.0,5.0,173.901,172.893,44.24,-1.5665,38.975,0.2225996,0.91186504,0.41049013,0.77220619,440.01772948,827.75294709,1071.93254962,2.59366779,0.48426419,1.0
,,12.0,12.0,5.0,3.0,2.0,0.0,0.0,2.0,181.939,172.867,18.46,0.641,48.536,0.21497653,0.9041619,0.42718996,0.71262664,467.5838845,780.01068763,1094.55729546,2.53705351,0.4901047,0.28571429
,,13.0,13.0,5.0,3.0,1.0,0.0,0.0,2.0,199.998,184.878,18.46,1.6452,55.431,0.31047908,0.94273613,0.33353948,0.77277075,544.07436933,1260.55470482,1631.21429942,2.93081803,0.39199373,0.0
,,10.0,10.0,6.0,5.0,0.0,0.0,0.0,3.0,159.889,152.833,27.69,-0.2358,40.198,0.36505646,0.95636269,0.29218214,0.79944861,392.16544666,1073.01602579,1342.19512942,2.96296176,0.18561047,0.5
