Molecule,Cluster,data,Cluster_center,Distance_to_center,canonicalsmiles,scscore,spacial_score,capacity
1700,6,[ 0.4479186444659472  0.0741995623339725  0.1859302809164307 -0.0441675590131167  0.1111781665800528  0.071295459170775   0.1612302804394085  0.0777622733988183 -0.1334942153270137],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4692177505836269,O=Cc1ccccc1[10B]([O][Na])[O][Na],1.636470714652474,128.0,138.81197626554217
1706,6,[ 0.94741661836418   -0.1301677187241302  0.3275931874302292  0.5137847751517336  0.1775562228821187 -0.0960182643517927 -0.0735377656236549  0.108600241409959   0.0726968228014551],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.513648952829658,C/C=C(/B([O][Na])[O][Na])C(=O)OC,1.783910366410005,136.0,142.65938379424875
1708,6,[ 0.9068734167981506 -0.285531768852208   0.0651329004153476  0.480724904376404   0.1164195002962807  0.0749536521031685 -0.0870135363996517  0.0536006534691238 -0.2499261716379006],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6624326307967001,CC(C)(C)C1CC1B([O][Na])[O][Na],2.3313693279161085,347.0,144.13836326930294
1712,6,[ 1.0119205801179725 -0.1878131387580979  0.2659145472155523  0.5746731369639881  0.1446606350950496  0.0495719146368294 -0.0533611340649452  0.1413902735946856 -0.1265307039432003],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6344983593592137,[Na][O]B(/C=C\C1CCCCC1)[O][Na],2.9514723468192177,256.0,135.3939022514953
1718,6,[ 0.8162538149276081 -0.1826852823163496 -0.0406504072093601  0.3644776654625858  0.0440867862775848  0.0862754884574877  0.0078528145186006  0.2091881772688206  0.0287853532792292],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5562925898296586,CC(C)CC(N=CB=O)C(=O)[O][Na],2.41467793860727,153.0,140.36453469665835
1728,6,[ 0.2273726352113191  0.3837891527873019  0.5040446289505314  0.432334022928076  -0.4234431774729439 -0.2897533777547164  0.1619783483292336  0.0110576941874943 -0.1402680897668796],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.80764020902564,CCB(CC)C1(C(=O)[O][Na])CC1,2.092066615686231,224.0,152.3042929292928
1744,6,[ 1.0225376071933734 -0.1628508402629707  0.2731025686443814  0.5829972143049104  0.1695308865919941  0.1106991771832381 -0.0309327983091031  0.1990130286960121 -0.1773973953030692],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6752334955631949,CN(C)CC#CB([O][Na])[O][Na],2.1304680004958225,103.0,156.83467642324618
1753,6,[ 0.329794782908818  -0.0508443394667123  0.1538644337356099  0.0964297758070192  0.0361553420995141 -0.1581025259327225 -0.0415871451764867 -0.1611226954929451 -0.0147033794850917],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4676956868320899,[2H]c1nc([2H])c([2H])c(B([O][Na])[O][Na])c1[2H],2.3638285971373425,164.0,156.84164406253754
1757,6,[ 0.6988472947467996 -0.0240859251839551  0.2065550840560602  0.1539372985951059  0.3119878188814271 -0.289244317141333  -0.1524448380903912 -0.0709698844535681  0.0410050731679214],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4004932346194108,O=C1CCC(B([O][Na])[O][Na])C1,2.37955771386111,268.0,155.9369142266175
1758,6,[ 0.7010240287097667 -0.0369018179382012  0.1360532470012345  0.1166809739048894  0.2764198697957666  0.0128822085050108 -0.1019357520291112 -0.0342523796770367  0.0238512841447101],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3784812869157258,CN(C)C(=O)CCB([O][Na])[O][Na],2.04246659947737,118.0,141.88013378193915
1767,6,[ 0.6892203994173279  0.2106140986175691 -0.1663489015154526  0.1389598034991577  0.0702184583558387 -0.2035455508511038 -0.126950186193502   0.1217964388120587  0.0127658853389107],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4743377131915558,CCC(C)/C=C/B([O][Na])[O][Na],2.0873046346836084,154.0,155.89701039614954
1776,6,[ 0.47724273112786    0.0763870594259853  0.6269124913856331  0.2867624888647838 -0.0190534968925775  0.2232570869905587  0.1893353954353163 -0.0635213173317345 -0.2689038559383063],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6461286971799854,C=C(B([O][Na])[O][Na])c1ccccn1,1.9925799630649759,128.0,138.9450428440279
1777,6,[ 0.9233803096467597 -0.1461709951466831  0.4187389018724809  0.2882982260270828  0.355105576333338   0.1904411085330318  0.018924809649658   0.0293313942684065 -0.1595037575636773],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6198135946099639,[Na][O]B([O][Na])C1=C[C@H]2CC[C@@H]1C2,2.601902510234485,390.0,147.33265300763196
1778,6,[ 0.3485005259334306  0.0301618608929734  0.6941694710839783  0.6278976061293517 -0.3747683017086412 -0.0179287219785385  0.181968950207944  -0.055483531731062  -0.2143639646781865],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.8577480208925057,C=C1CC=CC=C1B([O][Na])[O][Na],2.4810084146639038,196.0,148.9834849105203
1807,6,[ 0.8842230666282093  0.2514807499801452  0.5784227270027745  0.2445379656068313  0.405344567421356  -0.367926275913642  -0.0973487309053974  0.0738744607954924  0.1490338625148505],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6114851543247498,C[B]CC(=O)N(CC)CC(=O)[O][Na],2.248250256718288,120.0,139.62754028073664
1812,6,[ 0.5920800403086948  0.2254474187734499 -0.1220185950381215 -0.1399924558832567  0.1925664573582123 -0.268665227249245   0.0494583215658969  0.2061231891976991  0.0209392253504264],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6087774770805835,[B]c1ccc(CCC(=O)[O][Na])cc1,2.6060348764978434,126.0,147.31322057536724
1814,6,[ 0.9644800662932059  0.3951733296602704  0.3827830546264116  0.4177383662634429  0.2042056711953498 -0.3367804416467849 -0.1434267667262205  0.1345131185768879  0.1364496250864851],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.56502301257841,Cn1cc(CB([O][Na])[O][Na])cn1,3.0356976099606383,125.0,145.74969717290895
1826,6,[ 0.4079794535640574  0.420210276599484  -0.0823927570013596  0.0970995198795666 -0.1896603870266535 -0.1744045223961381  0.0349766079869461  0.1216173478497754  0.0378697291984722],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5998320678648763,Cn1ncnc1CB([O][Na])[O][Na],3.005234542457537,125.0,144.97090666758
1877,6,[ 0.4674228455706685  0.2195018834171648 -0.0011622147387651  0.2181385332655253 -0.1557485388987078 -0.1355861490165104  0.0065811975891484  0.0484528208226324 -0.1020481005542092],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.410072717215283,[B]C(=C)C(=O)[O][Na],1.6354324117474803,54.0,258.1204976028229
1896,6,[ 0.7002830926319215 -0.0629744584089439  0.0532947366653207  0.0662218886596653  0.2265576789554751 -0.1833769090125975  0.0657427206609485  0.1949855666539115 -0.0127875403355221],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.41479335518738,Cc1cc(B([O][Na])[O][Na])no1,2.580722055417616,113.0,156.8750617746357
1897,6,[ 0.6529028934088287  0.0785683124331038 -0.0392620300973895 -0.0319338902441184  0.2189051360208478 -0.1406920681386361  0.0207804151204958  0.1305736114675418 -0.0592479698861173],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4485718298615438,C=C1C=C(B([O][Na])[O][Na])C=NC1=O,2.526128892569692,210.0,137.53915233693985
1908,6,[ 3.1607125948162001e-01  2.8321240400083819e-01  2.4635434977187104e-01 -2.9662753383609287e-02  6.9650431379854227e-05 -1.5720793216898635e-01  1.2866300506455228e-01 -1.3722474328881348e-02 -1.6615778178862600e-02],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4891314968479344,[Na][O]B(/C=C/c1cnccn1)[O][Na],2.460617155053306,140.0,138.23709739340697
1954,6,[ 0.3806696626840117 -0.1472800515673383  0.1190935948600959  0.3324722890700491 -0.1810484537978636 -0.2823899934524214  0.0590183253731159  0.0161548305706578 -0.0349268282558432],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5246283465263815,CCCCCC#CB([O][Na])[O][Na],1.9017214978433294,109.0,145.71800470525693
1979,6,[ 0.6587293242916387  0.3748047351700914 -0.0057235893179508  0.1889191010379489 -0.0158748799951027  0.1783606491614051 -0.0656740941222816  0.0439918013047794  0.0903216911970944],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.496855254325732,[B]c1ccnc(C(=O)[O][Na])c1,2.1281473332066034,102.0,173.05406531795677
1985,6,[ 0.7976708639359276  0.1576489141734801  0.3240691742574852  0.1124336792355119  0.3036668621518839 -0.0294024199718937  0.0015165105968661  0.067384854207212   0.1746680009344173],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3820918747605191,COP(=O)([B]C(=O)[O][Na])[O][Na],2.415964772540471,121.0,275.20115350634785
2001,6,[ 0.427139889572838   0.328566842957797  -0.0506746483342315  0.148610186948564  -0.1757797142747058 -0.2707802619348415  0.0296745329715694  0.1131469080261504 -0.0257879569143611],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5292387552384128,[B]c1sc(C)nc1CC(=O)[O][Na],2.7718949867656564,119.0,141.84334615068022
2003,6,[ 7.1847760638983993e-01  2.3444919145122647e-01  5.8121176021750653e-02  2.8056910502336346e-01 -4.8274031087937352e-04  2.6511074333889240e-01 -5.8106492701779588e-02  3.1077461972634751e-02  9.5345084762684107e-03],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4679955400356886,[B]c1cc(C)cc(C(=O)[O][Na])c1,2.166819336528881,115.0,159.6176850440379
2047,6,[ 0.4184610187956181 -0.0139192102779463  0.4263228084356535  0.2583853368606759  0.0329855708204231 -0.2173581324652931 -0.005252228080972  -0.1325029262723124 -0.0640679094789308],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3856611699743834,[B]c1ccc2oc(C(=O)[O][Na])cc2c1,2.7586904676820105,146.0,138.22284100219437
2053,6,[ 0.5395173259857546  0.4161678621059164  0.0386721465881838 -0.051562998207283   0.0845340000652402 -0.0082617616393639  0.0296585119091874  0.0781097335915431  0.050551473524101 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4997948497358212,[B]c1ccc2[nH]c(C(=O)[O][Na])cc2c1,2.769511581993645,146.0,138.9277598683339
2098,6,[ 0.4070358396944295  0.0318189552026191  0.3841324622894698  0.2179444070020988  0.0234690243875548 -0.1563267146292937 -0.0021337575249818 -0.1321508770810061 -0.0862561338243344],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3562422352986024,COc1ccc(C[B]C(=O)[O][Na])cc1,1.9897597663735769,131.0,134.7215939868098
2125,6,[ 0.3872064978767966 -0.1204971258928889  0.375321695405111   0.4714005791465206 -0.2699573523102836 -0.0169075154544663  0.1680338383368392  0.082156733015954   0.1201795071692288],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6188014052457056,CC1=CC(C)CC(B([O][Na])[O][Na])=C1,2.5889167825206387,292.0,136.7867668654539
2137,6,[ 0.6580959008467987 -0.0795252101357371 -0.040698734078735   0.3117646260910168 -0.0082433568356794 -0.090652813283398  -0.0222280475035701  0.0920424273724559 -0.0266513827986875],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3888765444248874,C=C(OC)/C(=C\C)B([O][Na])[O][Na],2.165720739791424,136.0,144.17247390403514
2179,6,[ 0.4656575513996754  0.2058456931413931  0.0307728484018608  0.2399725925420252 -0.1579104251763192 -0.3173399813722368  0.0288258830853399  0.1061694394283463 -0.0274519874516836],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4301319736056357,COC(C)(C)CCB([O][Na])[O][Na],2.546535531309603,143.0,141.11232189870202
2181,6,[ 0.7507649995124757  0.0752120877086808  0.0356777205563967  0.3151166451719579  0.132297299808884  -0.2552907035049315 -0.2222942610622084 -0.0247075022596134  0.0771139393686336],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3834488905083113,Cn1cc(CB([O][Na])[O][Na])nn1,2.4578459616157917,125.0,144.97090666758
2199,6,[ 0.6935688603921973  0.2948215698153926 -0.1891716486843898  0.087087302358422   0.0595828854976932 -0.1240642374183589 -0.0667451804888294  0.1696573146507954  0.0128178856869691],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5217484124537636,CC1(C)OB(C(=O)[O][Na])OC1(C)C,1.558214943358057,320.0,138.1936245910757
2201,6,[ 0.2577547631739132  0.0262643175341273  0.4910673650547833  0.261088983490957  -0.1225965696228314 -0.0871882076415987  0.0943131763571731 -0.1384816398137358 -0.0985869299416474],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5590824415285226,COc1nncnc1B([O][Na])[O][Na],2.2773885524256414,129.0,134.7784939892981
2208,6,[ 0.8011684525603807 -0.0370986779518513 -0.0702973495362402  0.2976163614617792  0.0714241330901942 -0.038515525568726  -0.0527256816284078  0.1452387768160099 -0.0878438373671833],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4337712707152381,CC1=C(B([O][Na])[O][Na])CN=C1,2.407626622475026,181.0,158.7066640352608
2209,6,[ 0.7796451065290995  0.0038942109424687 -0.1184474770555283  0.2534237631478079  0.0577122173684912 -0.0094710196943663 -0.0440587464217673  0.1569663161094518 -0.0884890410590016],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4573898078663363,[Na][O]B([O][Na])C1=CN=NC1,2.527100849053528,158.0,171.98372624040363
2215,6,[ 0.8218910615639544 -0.190490688762272   0.1672095117981357  0.4234224387056634  0.1605872635559374 -0.0489973398884068 -0.1548240324699697  0.000916311740372   0.080853132062518 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4726818554198825,COC[C@]1(C)C[C@H]1B([O][Na])[O][Na],2.535134760268561,404.0,142.6259853016901
2239,6,[ 0.3380600178825763  0.3356444851300771  0.4640084444418217  0.1530475120616598 -0.0945016631947421 -0.2780442746476155  0.1579265806169678  0.0341561765780595 -0.0393020341437622],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.517049615734197,CCCn1ccc(B([O][Na])[O][Na])n1,3.298106627788779,137.0,135.4212625696191
2247,6,[ 0.1645012526639988  0.4826601106452181  0.4625576873270461  0.3187269427334712 -0.4256678800547722 -0.2270930747234857  0.1543019415434944 -0.031217736074661  -0.0344997726327486],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.8331816403754466,[Na][O]B([O][Na])C1CC2C=CC1CC2,1.9726349717107974,478.0,136.78676686545393
2252,6,[ 1.1179092588551889  0.4039802590935348  0.5070728353911712  0.5192739398909579  0.2065313316350483 -0.013720108636659  -0.0850189520865572  0.2007010153912995  0.0560954302601445],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.7004722537475839,[Na][O]B(/C=C/Cl)[O][Na],1.5485371781878368,85.0,178.36955806492873
2276,6,[ 0.939972784094358   0.1713203850797364  0.2985896822282413  0.4743376135252941  0.2088856760979567 -0.1187494943104181 -0.2103792547875682  0.0311325192403966 -0.0132104432148017],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4429942331775172,[2H]C([2H])([2H])c1cc(B([O][Na])[O][Na])ccc1C,2.6545147569852396,191.0,136.09070510152003
2288,6,[ 0.3977003763940193  0.1825591387527984  0.648503853663194   0.0081445405684994  0.1966552491133378 -0.2412128941814669  0.1707102715181443 -0.0516386045880622  0.071911839478777 ],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5950888696371924,CC(C)n1ccc(B([O][Na])[O][Na])n1,2.5424417463572015,143.0,135.4212625696191
2322,6,[ 0.6930047140299016  0.0404845948062379  0.0853410223715406  0.0791170916489027  0.2622597289883448 -0.0850917093244822 -0.0953869468069608  0.0271924891099934 -0.0324750397715222],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3389503181391355,CCc1cccnc1B([O][Na])[O][Na],2.1308968569485542,133.0,137.5081079910307
2328,6,[ 0.7031178585657132  0.1857401286340427 -0.1369087399396421  0.1681977858508948  0.0872616303172075 -0.1356840818906686 -0.1644081314047129  0.0534724583514561 -0.0178837107644422],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4378580916144938,O=CC1=CC(B([O][Na])[O][Na])=COC1,2.8375351418773906,204.0,135.4541095513535
2331,6,[ 0.953694057852677   0.1818023576806203  0.5650328563303003  0.2623368552255589  0.4028312255866465 -0.167143323280578  -0.0194858679562009  0.0681685865587162 -0.0352301994144189],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5464960207302991,O=C(B([O][Na])[O][Na])n1cccn1,2.0316056792550645,120.0,145.78457481362236
2340,6,[ 0.5906817845082426  0.1794771820177599  0.3730842373262939  0.1282564684836964  0.119364177492936  -0.1574697623390967  0.1295527224733921  0.1122422328705322 -0.1064264494378432],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.2587699387268396,[Na][O]B([O][Na])/C1=C/CC/C=C\CC1,2.1939557390672313,314.0,136.78676686545393
2343,6,[ 0.8085153119885421 -0.0610229603792283  0.0943984487954287  0.4060019396329181  0.18092633872498   -0.0284169716914089 -0.3345192751235586 -0.1446331743746992 -0.1143995667652011],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5372428626632233,[Na][O]B([O][Na])C1=C/CCCC/C=C\1,2.343363621157642,314.0,136.78676686545393
2349,6,[ 1.0972449932872352  0.3936229758173002  0.5333823285130559  0.4950951059925214  0.2127699653267401  0.0174001213650857 -0.0481867002197387  0.2503647024840772  0.1499107763053962],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.7169507952258155,O=C1CCCC(B([O][Na])[O][Na])C1,2.2070346573077133,292.0,144.17247390403514
2357,6,[ 0.5181361448463655  0.0014306545552279  0.189112316529096   0.0766013742147422  0.218489686890746   0.0914285181868095 -0.1148224280559913 -0.2345189176628253  0.0958533762392063],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4929627495909338,[2H][B]c1ccc(C(=O)[O][Na])c(C#N)c1,2.7072646691959976,127.0,148.15174941534602
2365,6,[ 0.5714345154085481 -0.0371074082895475  0.1032074499106406  0.3823058296481265 -0.1525883209587279  0.1396911713486979  0.0482851959965865  0.0549051067659632 -0.1551740870944096],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4733431676281828,O=C([O][Na])C1CB2CCC1CC2,2.2268252711797443,404.0,154.06908425806708
2372,6,[ 0.4453443542610467  0.2694478736910999 -0.031311095683838   0.1810169758011791 -0.1758591954756037 -0.221523315253748   0.0409874564117473  0.1182579565657417 -0.0346353607813118],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.4760777597731682,CN1CCCCC1B([O][Na])[O][Na],2.613905398987492,311.0,143.3766523973467
2376,6,[ 0.3191628647284124  0.4248599714995738  0.2703666038592438  0.2968928620226316 -0.2477986633622686 -0.1964026099173806 -0.009879152819406  -0.0921875174872637  0.0453462928842244],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5709789362039264,C=C/C=C\C=C(/C=C)B([O][Na])[O][Na],2.9127263089016866,154.0,138.2085875512016
2386,6,[ 0.7049904686116898 -0.2680098982215998  0.407008513996202  -0.0010769102334388  0.4498843348085957 -0.0224230962392742  0.1265914959211438  0.0485277258538475  0.1024991182216713],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.6621154545572606,Cc1nc(C)c(B([O][Na])[O][Na])o1,2.1637323280854606,126.0,144.9740428858758
2388,6,[ 0.5516139058727103 -0.0064816711717501  0.1606788067788296  0.3933841983767457 -0.1386280008700393 -0.011235888769056   0.0349173713913941  0.0620355233539641 -0.0165800057150672],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3499332665994129,CC(C)c1ncc(B([O][Na])[O][Na])o1,2.5561658430713265,143.0,134.75139275688218
2390,6,[ 0.8155190157031147  0.1477314644275156  0.3307247930422497  0.1421863433359245  0.3032354571574615 -0.2023673076251541  0.0045902428867275  0.1254983981094814  0.1106657108415818],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3541485372147505,CC1COCC(B([O][Na])[O][Na])C1,2.6412578463959253,365.0,142.6259853016901
2398,6,[ 0.6976636233204173  0.0831470334703743  0.0157248528488999 -0.0484677457952847  0.265183082574119   0.1953584981510933  0.0240795951816017  0.0353176231187633 -0.1523377302915465],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.5590024173947256,[Na][O]B([O][Na])C1C(Cl)C1Cl,1.7113310389131065,380.0,134.86868402265907
2407,6,[ 0.7333808494694886  0.1376645912267183 -0.0691105138690745  0.2315341939178179  0.1053360363483583 -0.1951077806352456 -0.1825059073207135  0.0308224917306595 -0.0119902971585074],[ 0.6476565875622465  0.1388371904268096  0.2573602311412493  0.2508406217721783  0.07710870911567   -0.1282877709909699 -0.0095896602390634  0.0475676706999021 -0.0200279022366281],0.3870563755875691,[Na][O]B([O][Na])C12C3C4C5C3C1C5C42,2.4229708869120525,998.0,139.6602767386474
