Molecule,Cluster,data,Cluster_center,Distance_to_center
548,1,[-4.8858341499492634e-03  2.5681919833945249e-01  4.5317492487251976e-02 -1.7920888709935340e-04  4.8133095490392526e-02 -4.7303926301546151e-03],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.21628892697944957
549,11,[-0.0388968478414859 -0.2106212994019637 -0.2115665929371922 -0.0284500540082639  0.0335286004386224 -0.010962107726086 ],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.1637656958816774
550,15,[-0.0025402615922735  0.2727220453307983 -0.0144539154387912  0.2484404655278318  0.0902021752339263 -0.0167763132677489],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.20484830254673758
551,2,[-0.0186833127184572 -0.2078773510089216 -0.2825066769349973  0.0603288422428412  0.0390112250984397 -0.0037987266724006],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.14285897275931655
552,15,[-0.0291389266218965  0.0439586661344584 -0.153393134950504   0.2986226991377408  0.0953567765386398 -0.0324280291026513],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.20936550891444486
553,5,[ 0.6100016692888468  0.5868493090954415  0.059580868642265  -0.123368296764621  -0.1038931115232235  0.1275801536004599],[ 0.6277033172914398  0.5766565700872177 -0.0619412743357279 -0.0055764988125866 -0.0700418971040428  0.0884399671887708],0.1781506050487318
554,1,[-0.069919029052894   0.0411384821909485  0.1368026249230625 -0.0385431215439689  0.047678024801329   0.0426642086456366],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.2433172272184052
555,8,[ 0.2291767120089289 -0.1621403483236777  0.234414492431839  -0.2889588232719    -0.0109957512858941  0.0362674261606516],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.4191905861417844
556,15,[-0.1823073848669308  0.0682350691349558 -0.1303597917749357  0.0037486201030687 -0.009381959309809  -0.0186780675283386],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.20679687073520042
557,12,[-0.3490064684888524 -0.102653092500256   0.0361155249982228  0.4763860981024439 -0.2447126445276105  0.0492059726568354],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.3184903438114109
558,16,[-0.1036790635906839 -0.0986764208723871 -0.2753009319299941 -0.0993404032020204 -0.0784914247023067 -0.0005819106184153],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.16580366822215625
559,11,[-0.1071600364813705 -0.2844356316405823 -0.2610045200147691 -0.0938997092593438  0.004249870781756   0.0077670083659307],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.091610377649566
560,3,[-0.0269250742278566  0.3718867612762166  0.0829019984530455  0.1287344534315928 -0.2302517879864236  0.0533928744379666],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.18128455193487839
561,1,[-0.1639499464972589  0.0364228079261521  0.0958101798409901 -0.3184946129729795 -0.0525567624348209 -0.0837407679812438],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.2575151464416606
562,3,[-0.0484735132979592  0.2602715690389639  0.088974779260776  -0.0621479804982191 -0.3107393472620864  0.101456439547813 ],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.22507953612343512
563,15,[-0.2580145671707105  0.1713764144045904  0.0254786910515201  0.1883786745953551 -0.0742022197836476 -0.0090601806900094],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.23427883899985333
564,15,[-0.2689045994699804  0.0182301902802442 -0.0467534852417768  0.0669503933332402 -0.101468776388388  -0.0066968471570029],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.2782188118631367
565,6,[-0.2192878688619292  0.288660843479607   0.0911557629644072  0.045607515243731  -0.1044409518576702  0.0206050589250477],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.2754170870115654
566,6,[-0.2578918592990606  0.4042845735616006  0.2175551243775129  0.1819110191374923 -0.1127292638781393  0.1254059930015331],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.2819693462677317
567,1,[-0.1133845093281312  0.1058043460151908 -0.1736764103073723 -0.2083475220851185  0.0430517241977965 -0.0696777870428885],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.19421646598865402
568,8,[ 0.3237586107356499 -0.5371178225276304  0.0355325400665273 -0.3788271041304528 -0.1351408253956733 -0.0891371382772549],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.3921639428393592
569,16,[ 0.1222986841457762 -0.296359179776415  -0.0296869337873651 -0.5436839486814175 -0.2612883023857059 -0.0752348026025632],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.4936523333623631
570,16,[ 0.3417562023478232 -0.2923091817979744 -0.1261419441126382 -0.3847772320010499 -0.2768026433097588 -0.0295938716378772],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.5092501446692331
571,3,[ 0.3289440800687565  0.5170500417178239  0.3454805250502069  0.058933166700692  -0.1596790290623203 -0.0786423867899566],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.44657912396330657
572,8,[ 0.6446273252806609 -0.8708664566589733  0.1140476799184496 -0.4784809123118168  0.0731879887007006  0.0552891606669645],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.5493159315106385
573,10,[ 0.404666618974047   0.1779745182150516  0.8053890532827203  0.0305360796385648  0.1105196103857829 -0.0738946746539224],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.21149169140357216
574,6,[-0.1725031443096339  0.3861781519380392  0.4290685260561522  0.0025898536113949  0.0476624957533191  0.023703284379652 ],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.21740058835291595
575,15,[ 0.0605636397762759  0.100027284694942  -0.0592671327746471  0.1525026783330993  0.2083893917751056 -0.0609458365877573],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.22532271478042365
576,6,[-0.1465109704161731  0.4468167655023302  0.3199131896116744 -0.0569917188173205 -0.0683839538847825  0.1283630489495817],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.19610028756597356
577,3,[-0.1316779000241346  0.2934902716721871  0.1133389242726452  0.0913382251544844 -0.1976724981715517  0.0405026816126427],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.21617870867857078
578,6,[-0.2381609667945746  0.7184630880335577  0.5898263517499599 -0.0241318084753895  0.0594994363523026 -0.0381696980887828],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.4470799015366409
579,5,[ 0.4192617369655097  0.6391464595477819  0.0307179702605161 -0.0013653149487785 -0.3470596295120597  0.0532511043458926],[ 0.6277033172914398  0.5766565700872177 -0.0619412743357279 -0.0055764988125866 -0.0700418971040428  0.0884399671887708],0.3659691633306017
580,5,[ 0.8417097099114307  0.6050656279568287  0.2493148885431264 -0.0546757858528129 -0.0957149345735163  0.1710767124652675],[ 0.6277033172914398  0.5766565700872177 -0.0619412743357279 -0.0055764988125866 -0.0700418971040428  0.0884399671887708],0.3916438255507019
581,2,[-0.0437201324321825 -0.2561269710957033 -0.2818677918690738  0.2759777546535086 -0.1795690442419853 -0.1695097406242823],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.3694392453474043
582,7,[-0.7703256572220956 -0.321698423219491   0.2966071462828002  0.1787208687267721 -0.3097887214750668  0.0083474183885415],[-0.7184454221403741 -0.4514879527971596  0.4318414956775824  0.3593768062711064 -0.4239515795035994 -0.0095874706668247],0.28951096042300506
583,12,[ 0.1490955047294791 -0.2794498559883872  0.2102175434815761  0.4319486111103812 -0.0461381240504428  0.12945888012498  ],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.54938089708803
584,6,[-0.1731254578194814  0.5270437354725811  0.2995000284340882  0.054171678202889   0.1477973622739319 -0.0723755183068451],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.1723504028378184
585,12,[-0.0263582213729542 -0.5904348133870442  0.3719992968710308  0.6616195821417288  0.0023432142383074  0.0449324855100038],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.6411618990273436
586,2,[-0.233719896219609  -0.2208370751591974 -0.1189345646373097  0.1292333695843161 -0.0583321358818862  0.1880511060658423],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.2978876659156551
587,11,[-0.112372290962302  -0.162173373549339  -0.370529060781669  -0.1649495656858541  0.0370583429254496 -0.0599537878033519],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.19150985338124663
588,1,[-0.1301527492886957  0.2413233607026671  0.1588128523744319 -0.042453972584047   0.0425853967951199  0.0258411199356135],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.2369407052824259
589,8,[ 0.3550135886924832 -0.5504890412149276  0.5698362314775905  0.2582011816276233  0.1864903547619613 -0.0708021528581266],[ 0.4393423178376795 -0.5037633302329061  0.3021558605771394 -0.1892323453636002  0.0030849113807262  0.0256666972870739],0.5692872424158413
590,2,[-0.108325822322015  -0.2032215530474067 -0.230238873473032   0.1053905790445387  0.0846224983199445 -0.0303639032931569],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.09026286302495505
591,1,[-0.0571718830017584  0.2739326811663462  0.220889511249379  -0.1976954235721696  0.0752487035662463  0.0504199699556422],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.2698790205334818
592,16,[-0.130476906011799  -0.0658798665191386 -0.2830296606965245 -0.143231171968745   0.0512510970166154 -0.0774252325250712],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.20769248886994995
593,1,[ 0.084902533895135   0.1178203814973282  0.1370159564160156 -0.1037072929072374  0.284690118172446   0.0079382345940086],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.3560205326096719
594,10,[ 0.4335307256078331  0.2877712898108107  0.7746900319716782  0.0584687026787193  0.0632286733549108 -0.0567836485291986],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.303325072760994
595,3,[-0.0897855319605403  0.5000823235792368  0.2534381210149353  0.231640106152868  -0.2954848351441643  0.1127098712055754],[ 0.0639790926898942  0.2480501680756977  0.1466715039371099  0.0866744846980939 -0.2594892946840103  0.0026523896721303],0.36467278113695867
596,15,[-0.0291456658576477 -0.0551130582940844 -0.0713362181135232  0.2196399934183609  0.1571393186277603 -0.0390719803065984],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.23491838148978575
597,16,[ 0.0719869899027452 -0.1137227225324303 -0.0470068565012784 -0.4321492065301999  0.1568231572696639 -0.0065375962720596],[-0.031372841610248  -0.066979692467591  -0.2199134346665653 -0.2325062230593571 -0.0836990635868458 -0.0213172459939686],0.3750887202031734
598,1,[-0.0905673261304581 -0.0949126672747888  0.2116432297645406 -0.2105183930143449  0.0776980606726043  0.0314940200818853],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.35280407387762863
599,2,[-0.1084747244310585 -0.2982147563627551 -0.2870839183244305  0.1102053972910822  0.0076588605796496  0.1245514767031352],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.17914420486121743
600,12,[-0.2080576296936594 -0.1625609191991974 -0.0067122956587997  0.4054602732193919  0.1209814416314418 -0.0043804944196708],[-0.3520400458329301 -0.2982399290985112  0.119502335432109   0.2862023044405847 -0.1116638423145351  0.0007553115384552],0.3513438924307139
601,15,[-0.2702767959087509  0.1320653582652062  0.0251373700955998  0.1788485606577053 -0.0729570645330231 -0.0867829748976927],[-0.1067892020679116  0.1359224481374006 -0.0682940344861282  0.1532759836625887  0.0696906565038959 -0.0145188267480183],0.24838867519124114
602,1,[-0.255842509302323   0.1830595197925568  0.0324469324446491 -0.0516657690409243 -0.0008967410533746 -0.0875405809733444],[-0.0735234703452033  0.1664843382275226 -0.0080989859467115 -0.1728868384665272  0.0146801919011113 -0.0151728845848084],0.23523012583829297
603,10,[ 0.5936168200059776  0.0861873681886176  0.4497751070278198 -0.0634945821313026  0.0485546183896902  0.098064609487273 ],[ 0.4446541621255925 -0.0019590057539666  0.7084606338538603  0.0384392431242359  0.1162524540500033 -0.0383529401014108],0.3611940032605456
604,6,[-0.063763526558821   0.5046945132356352  0.5349630435421504 -0.0094876961559926 -0.2418717144274786  0.1179584882575961],[-0.1579591347644964  0.470588189492842   0.2315980939013907  0.0097792103662727  0.0282743707026443  0.0012472085064281],0.43478499331767495
605,11,[ 0.0006375893509501 -0.1853576822286217 -0.3465447277255233 -0.0140156015579528 -0.1776643653993716 -0.0019660513614309],[-0.0736804139004434 -0.2816178670567748 -0.3216575122584134 -0.0709410085037222 -0.0479759496040815 -0.0104047456555588],0.18851886110666477
606,2,[-0.2330375336917559 -0.0139494226699715 -0.2567214711461808  0.2569082924944666  0.2895320283740579  0.0722900181259072],[-0.1145527463774222 -0.1740365072493543 -0.2797990975404669  0.1450364432486706  0.0834525391726452  0.0264468685509433],0.31190504516629003
